id;name;email;phone_number;birth_date;sex;passport;country_code;address;account_creation;pay_method;account_status
FredericGarcia1929;;fredericgarcia1929@li3.pt;917 778 139;1989/05/07;M;QS442404;PT;Praça de Barros, 776814-592 Vendas Novas;2014/06/19 19:38:17;debit_card;active
;Francisco Domingues-Borges;fdomingues-borges@li3.pt;(351) 917522171;1992/11/01;M;ZJ192647;PT;Praça Lourenço, 844699-667 Lagos;2010/02/24 13:45:53;cash;active
AleVieira1968;Alexandra Vieira;alevieira1968@li3.pt;934567437;2005/01/26;F;SF921757;PT;Rua de Nascimento, 7040227-644 Costa da Caparica;2020/03/07 09:30:29;credit_card;SF921757
MateuMaia1463;Mateus Maia;mateumaia1463@li3.pt;+351925574431;1976/04/06;M;WW943892;PT;Rua de Moura, 577747-535 Viana do Castelo;2020/03/23 16:55:25;cash;WW943892
MarHenriques476;Marco Henriques;marhenriques476@li3.pt;964579435;1969/05/03;M;;PT;Rua de Irene de Castro, 56279-815 Montijo;2012/12/15 19:25:16;debit_card;active
SaCarneiro568;Sara Carneiro;sacarneiro568@li3.pt;(351) 921476352;1961/08/05;F;;PT;Avenida de Barros, 24323-518 Ourém;2012/09/24 22:13:13;cash;active
JMendes962;José Mendes;jmendes962@li3@pt;(351) 934232011;1973/09/04;M;IT205201;PT;Alameda Fernandes, S/N6657-230 Silves;2014/02/21 19:51:24;debit_card;active
GustAmorim602;Gustavo Amorim;gustamorim602atli3.pt;(351) 968 177 800;1988/12/27;M;TY476621;PT;Praça de Pinto, 253995-059 Serpa;2015/05/13 22:23:17;credit_card;active
ÁlvaGuerreiro1489;Álvaro Guerreiro;álvaguerreiro1489@li3.pt;+351916201453;2005/09/10;M;;PT;Praça Maia, 678103-032 Torres Novas;2016/08/31 08:41:26;debit_card;active
LeFreitas1913;Leonardo do Freitas;lefreitas1913@li3.pt;(351) 233 578 198;1960/04/11;;YK580469;PT;R. Brito, 279550-684 Pinhel;2017/11/23 07:56:51;debit_card;active
BCruz1439;Bianca Cruz;bcruz1439@li3.pt;(351) 939 718 182;1984/01/16;F;EG611983;PT;Av Amélia Carvalheira, 77304-854 Trancoso;2014/06/06 01:59:23;credit_card;EG611983
WilsPacheco561;Wilson Pacheco;wilspacheco561@li3.pt;(351) 920341982;17/07/2014;M;BN562560;PT;Praça de Morais, 173746-020 Loures;2019/03/23 07:43:37;debit_card;active
EriFreitas-Almeida;Erica Freitas-Almeida;erifreitas-almeida@li3.pt;(351) 212 833 003;1986/10/26;F;;PT;Largo de Matias, S/N7288-155 Estarreja;2019/09/20 16:47:37;cash;active
MaFaria1498;Marco Faria;mafaria1498@li3.pt;(351) 967490599;1956/04/25;M;SW764439;RBQ;Alameda Luca Faria, S/N5260-715 Peniche;2019/07/22 03:04:47;cash;active
;Mauro do Gonçalves;maugonçalves215@li3.pt;(351) 915689789;1952/04/05;M;OA407857;PT;Praça Loureiro, S/N4002-554 Tomar;2016/04/27 19:16:26;cash;active
BianSousa1024;Bianca da Sousa;biansousa1024@li3.pt;+351965750778;1952/08/05;F;;PT;R. Macedo, 960124-661 Vila do Conde;2011/03/22 15:59:28;cash;active
ManPacheco702;Manuel Pacheco;manpacheco702@li3.pt;;1959/11/18;M;PG863117;PT;Largo Sophia de Mello Breyner Andresen, 771517-063 Amora;2018/09/02 00:32:11;cash;active
Luísa-Alves1171;Luísa-Constança Alves;luísa-alves1171@li3.pt;(351) 963 134 233;1976/08/30;F;CS916071;PT;Alameda Ariana Melo, 982040-191 Torres Vedras;11/05/2006;debit_card;active
MVieira873;Mafalda Vieira;mvieira873@li3.pt;(351) 221726991;1992/02/18;F;UA710063;PT;;2010/04/12 14:00:03;debit_card;active
IvSilva296;Ivan Silva;ivsilva296@li3.pt;+351968121371;1983/02/14;M;IK962981;PT;Alameda Almeida, 6827295-676 Moura;2012/07/05 13:45:54;cash;IK962981
PSousa890;Petra Sousa;psousa890@li3.pt;938 870 974;2003/06/16;F;FO701151;PT;Av Pires, 744777-093 Ponte de Sor;06/07/2020;credit_card;active
MélanHenriques916;Mélanie Henriques;mélanhenriques916@li3.pt;967 213 876;1992/07/16;F;IK874116;PT;;2012/05/22 06:52:26;debit_card;inactive
LuciaNeto-Pinheiro;Luciana Neto-Pinheiro;lucianeto-pinheiro@li3.pt;(351) 916 602 972;1997/10/21;F;;PT;Avenida de Pereira, 244801-829 Freamunde;2017/11/12 05:08:22;debit_card;active
ÍTeixeira815;Íris Teixeira;íteixeira815@li3.pt;(351) 219 488 454;1968/06/01;F;DA310554;PT;;2019/12/12 10:45:35;debit_card;active
AlíciGomes836;;alícigomes836@li3.pt;236 820 859;1959/07/11;F;QA065612;PT;R. das Necessidades, 5929546-025 Castelo Branco;2020/02/05 04:01:53;debit_card;Active
IaSantos1931;Iara Santos;iasantos1931@li3.pt;(351) 966203297;1979/05/18;F;XU913129;KHS;R. Teixeira, 72129-555 Santa Cruz;2011/11/12 23:38:45;credit_card;active
MaAraújo112;Mateus Araújo;maaraújo112@li3.pt;+351965164295;1976/05/01;M;OW305566;Y;Av de Carvalho, 979212-594 Lisboa;2019/08/06 09:24:20;cash;active
LucBatista65;Luca Batista;lucbatista65@li3.pt;(351) 912575202;;M;RD974869;PT;Praça Naiara Mendes, 41435-353 Fiães;2012/07/03 17:49:37;cash;active
EGonçalves1210;Emanuel Gonçalves;egonçalves1210atli3.pt;936600963;1994/03/08;M;LQ882389;PT;Praça de Ramos, 3125544-990 Vila Real;2016/03/14 23:59:25;debit_card;active
;Érica de Pereira;éricpereira1492@li3.pt;964988919;1979/09/18;F;HU373855;PT;Avenida de Matias, 125236-138 Seixal;2015/09/25 19:24:10;debit_card;active
CarloAmaral811;Carlos Amaral;carloamaral811@li3.pt;966 322 386;1971/01/08;M;BC673473;PT;;2018/02/07 01:08:11;cash;active
IvCruz765;Ivan Cruz;ivcruz765@li3.pt;(351) 967912599;1959/02/02;M;TM376540;CYT;Av de Pina Manique, 578486-255 Silves;2010/01/07 23:42:24;debit_card;active
RaquFerreira1049;Raquel de Ferreira;raquferreira1049@li3.pt;(351) 261 397 317;1988/04/02;F;FU442616;PT;Avenida André Baptista, 2421284-643 Amora;2020/10/25~05:57:30;cash;active
ÁPinto1830;Álvaro Pinto;ápinto1830@li3.pt;(351) 298 678 051;1956/01/15;M;XL149713;PT;Alameda Cruz, S/N9977-778 Almeirim;2018/07/24 23:05:18;;active
MatildNogueira1695;Matilde Nogueira;matildnogueira1695@li3.pt;(351) 918173527;1998/10/31;F;WI926866;PT;;2011/04/07 22:37:42;credit_card;ACTIVE
IVaz1562;Irina Vaz;ivaz1562@li3.pt;(351) 933890666;1963/01/02;;KH397410;PT;Av de Lopes, 54293-286 Viana do Castelo;2012/01/18 20:16:38;credit_card;inactive
RaAlves1791;Rafael Alves;raalves1791@li3.pt;(351) 969156518;1983/02/12;M;MZ871831;HXC;Av de Marques, 165446-646 Paredes;2020/07/22 05:09:27;debit_card;active
ÁlvaJesus886;Álvaro Jesus;álvajesus886@li3.pt;(351) 918 548 575;1977/04/28;M;GB478529;PT;Praça de Arnaldo Gama, 64496-399 Oliveira de Azeméis;2016/10/15 07:54:42;;active
JBrito1579;Jaime Brito;jbrito1579atli3.pt;(351) 965 489 576;1969/11/09;M;ZD406431;PT;Largo Mia Oliveira, 2869138-582 Trancoso;2015/03/23 14:42:59;credit_card;active
FAndrade1992;Flor Andrade;fandrade1992@li3.pt;(351) 927 497 286;1999/03/16;;DI333362;PT;Praça de Teixeira, 39871-573 Odivelas;2016/05/27 11:07:40;debit_card;active
MatiGaspar1262;Matias Gaspar;matigaspar1262@li3.pt;(351) 934 045 312;1955/05/06;M;;PT;Avenida de João Chagas, 6449565-591 Albufeira;2012/11/04 18:21:17;credit_card;active
VeHenriques1076;;vehenriques1076@li3.pt;(351) 913400018;1973/04/28;F;FP376033;PT;Largo Diana Soares, 58239-870 Rio Maior;2012/05/11 03:41:03;cash;active
MartLourenço974;Martim Lourenço;martlourenço974@li3.pt;911 418 287;1952/11/26;;AY527463;PT;R. do Cerco do Porto, 9697622-098 Almeirim;2011/07/01 08:54:32;credit_card;active
LuGomes896;Lucas Gomes;lugomes896@li3.pt;+351226036196;1950/01/14;M;MX088507;PT;;2019/08/18 05:47:06;cash;active
LeonoMagalhães1523;Leonor Magalhães;leonomagalhães1523@li3.pt;961 901 096;1993/08/22;F;TN611150;PT;Av de Brito, 689870-534 Santiago do Cacém;2014/08/02 19:35:27;credit_card;TN611150
EdEsteves116;Eduarda da Esteves;edesteves116atli3.pt;+351929329378;1982/08/22;F;GQ913657;PT;Travessa Fonseca, S/N5150-528 Póvoa de Varzim;2018/12/08 22:42:40;credit_card;active
DiogCosta270;Diogo Costa;diogcosta270@li3.pt;(351) 916711924;1989/08/21;M;PF033447;PT;Rua do Pinheiro, 632767-636 Amora;19/09/2003;cash;active
;Xavier Mota;xavmota1109@li3.pt;(351) 965 582 158;1964/08/21;M;AG815468;PT;R. Valentina Gomes, 500856-172 Funchal;2015/06/09 12:53:55;cash;active
BernarAzevedo1413;Bernardo Azevedo;bernarazevedo1413@li3.pt;(351) 961471510;1955/05/25;M;JP988314;PT;Avenida de Pacheco, 122144-047 Oliveira de Azeméis;2016/05/18 23:43:17;debit_card;JP988314
AlexaMiranda1727;Alexandre Miranda;alexamiranda1727@li3.pt;(351) 929752090;1976/03/31;M;LC016188;PT;Alameda do Dr. Jaime Cortesão, 9610343-769 Peniche;2017/02/08 16:05:33;credit_card;LC016188
ESoares141;Eva Soares;esoares141@li3.pt;(351) 937 413 360;1954/08/13;F;TA305103;PT;Travessa Afonso Batista, 90752-114 Vale de Cambra;2011/02/26 00:21:45;credit_card;TA305103
;João Barbosa;jobarbosa1397@li3.pt;(351) 918749547;1969/01/14;M;MN022827;PT;Avenida de Lourenço, 80436-166 Miranda do Douro;2013/07/24 13:48:44;debit_card;active
EriSoares925;Erika Soares;erisoares925@li3.pt;(351) 916705230;1961/05/12;F;OB650391;PT;Travessa Coronel Vítor Alves, 5834400-833 Faro;2019/05/21 06:58:21;credit_card;OB650391
LeandrMagalhães989;;leandrmagalhães989@li3.pt;(351) 276 723 598;1967/09/09;M;YX285206;PT;Travessa do Cidral de Baixo, 578884-552 Vale de Cambra;2020/10/02 23:40:15;credit_card;active
NuAndrade1310;Nuno Andrade;nuandrade1310@li3.pt;(351) 966612772;1961/02/12;M;;PT;Av Ivo Jesus, 506747-706 Caniço;2010/11/26 14:39:22;credit_card;active
EAzevedo1581;;eazevedo1581@li3.pt;(351) 919 039 554;1972/09/24;M;FX306354;PT;Rua de Esteves, 155453-121 Espinho;2018/05/24 09:37:59;debit_card;active
APaiva1727;André Paiva;apaiva1727@li3.pt;(351) 938461208;1975/09/16;M;;PT;Avenida Beatriz Pinho, 505716-074 Serpa;2013/10/26 04:44:06;cash;active
KellAbreu346;Kelly Abreu;kellabreu346@li3.pt;911 558 687;1987/01/03;F;KQ164620;I;Rua Oliveira, 626323-238 Quarteira;2019/02/20 11:01:22;debit_card;active
FerPires-Amorim1417;Fernando Pires-Amorim;ferpires-amorim1417@li3.pt;(351) 916785298;1970/11/24;M;TP635017;PT;R. Leal, 574743-039 Esmoriz;2010/03/12~10:12:34;cash;active
;Edgar Garcia;edggarcia1977@li3.pt;+351926726217;1958/01/14;M;BT764453;PT;Travessa da Raposa, 967536-875 Covilhã;2012/10/26 12:59:51;credit_card;active
NicolGarcia27;;nicolgarcia27@li3.pt;+351258685419;1991/07/16;F;CG697618;PT;Avenida de Batista, 772690-266 Marinha Grande;2013/03/23 13:36:54;debit_card;active
Vitória-MJesus981;Vitória-Mafalda Jesus;vitória-mjesus981@li3.pt;(351) 968 878 741;1960/03/25;F;FP684522;PT;Largo de Nunes, 3535875-782 Queluz;2016/08/25~03:01:03;cash;active
;Miriam do Castro;micastro1781@li3.pt;(351) 298675309;1954/04/13;F;II518522;PT;Praça Anjos, 1366437-538 Alverca do Ribatejo;2011/08/05 00:51:37;cash;inactive
ManAraújo266;Manuel Araújo;manaraújo266@li3.pt;912790189;02:37:37 AM/20/04/2005;M;HV733685;PT;Avenida Branco, S/N3280-612 Lourosa;2020/04/03 12:22:03;cash;active
Naiara-VGuerreiro;Naiara-Victória Guerreiro;naiara-vguerreiroatli3.pt;291150296;1956/09/09;F;GM899977;PT;Av das Andorinhas, 900317-171 Marinha Grande;2010/07/18 23:00:20;cash;active
NEsteves1426;Núria Esteves;nesteves1426@li3.pt;(351) 935 993 272;1982/11/15;F;HT189148;PT;Travessa Rita Vaz, 1130076-835 Barcelos;2013/03/03 16:05:34;cash;HT189148
;Paulo Torres;patorres1714@li3.pt;(351) 919 484 059;1961/07/19;M;TW598070;PT;Largo Reis, 3713508-095 Olhão;2014/11/03 16:39:36;cash;inactive
NádiRocha1714;Nádia Rocha;nádirocha1714@li3.pt;915973826;1989/09/18;F;YX534469;PT;R. de Assunção, 890894-680 Fafe;2010/12/07 20:02:31;debit_card;YX534469
;Igor Cruz;igcruz1897@li3.pt;(351) 926 677 835;1998/03/10;M;PZ402404;PT;Alameda Brito, 514637-513 Espinho;2019/07/23 02:18:44;debit_card;active
AndMarques1943;André Marques;andmarques1943@li3.pt;(351) 255430285;1974/04/04;;PC065833;PT;Rua Joel Jesus, 185625-511 Covilhã;2013/08/17 09:26:59;debit_card;active
LMoreira1300;Lia de Moreira;lmoreira1300@li3.pt;290 457 414;2003/10/26;F;DI420557;W;Alameda Paulo Barbosa, 775892-572 Gouveia;2018/12/23 12:48:40;cash;active
LaPinheiro779;Lara Pinheiro;lapinheiro779@li3.pt;(351) 914859731;10/12/2013;F;UM700148;PT;Alameda de Santa Helena, 929078-337 Ermesinde;2017/03/21 14:55:01;credit_card;active
;Maria Tavares;maritavares617@li3.pt;(351) 239223762;1967/09/23;F;BR770738;PT;R. de São Vicente de Paulo, 732900-861 Tomar;2013/12/31 05:36:41;cash;active
;Patrícia Andrade;patrandrade776@li3.pt;(351) 938370723;1954/12/31;F;ZZ819204;PT;Travessa Maria Oliveira, 8963826-056 Torres Vedras;2020/06/21 03:27:37;cash;active
MeliAzevedo1058;Melissa Azevedo;meliazevedo1058@li3.pt;(351) 934660841;1955/05/19;F;OX350740;PT;Praça de Sá, 553013-347 Lagos;2011/04/13 05:45:43;cash;OX350740
CarloPaiva2018;Carlota Paiva;carlopaiva2018@li3.pt;920 191 980;1992/01/29;F;FS732894;PT;Alameda Prof. António José Saraiva, 93100-115 Felgueiras;2020/06/25 06:46:10;credit_card;FS732894
;Renata Monteiro;renatmonteiro1634@li3.pt;(351) 230 447 941;1960/08/23;F;SW490848;PT;Av Miguel Lima, 155406-241 Porto Santo;2012/08/03 05:46:02;debit_card;active
JaiCardoso511;Jaime Cardoso;jaicardoso511@li3.pt;(351) 921 427 654;2004/05/13;M;;PT;Largo Valente, 1300356-824 Tavira;2015/07/29 13:22:10;credit_card;active
EduGuerreiro-Costa;Eduardo Guerreiro-Costa;eduguerreiro-costa@li3.pt;(351) 276553106;2001/07/13;M;VO329986;SPV;Praça do Cais das Pedras, 71526-251 Câmara de Lobos;2017/07/08 21:23:11;cash;inactive
;Bruno Faria;bfaria1794@li3.pt;(351) 913935942;2004/07/01;M;PV608275;PT;Travessa Emma Esteves, 36772-505 Viana do Castelo;2019/12/10 08:53:05;debit_card;active
MárciCampos1410;Márcio do Campos;márcicampos1410@li3.pt;(351) 912 000 227;1966/10/22;M;BT235870;TZR;Praça Vicente, 102410-123 Sacavém;2010/06/16 05:58:34;cash;active
ErMota-Costa1540;Erica Mota-Costa;ermota-costa1540@li3.pt;(351) 200 052 591;1951/07/06;F;;PT;Largo Magalhães, 166045-308 Guarda;2020/06/19 02:21:17;cash;active
DanieFernandes1201;Daniel Fernandes;daniefernandes1201@li3.pt;(351) 915882212;1990/05/23;M;YR695697;PT;Avenida de Batista, 86525-642 Vizela;;debit_card;active
JaLourenço-Maia;Jaime Lourenço-Maia;jalourenço-maia@li3.pt;(351) 967 692 649;1991/02/14;M;;PT;Avenida de Vandoma, S/N3448-713 Valpaços;2013/06/24 05:23:10;cash;active
;Eva Torres;evtorres1823@li3.pt;+351969556065;1974/06/14;F;ES978537;PT;Alameda de Branco, 324688-337 Covilhã;2017/09/08 07:53:06;debit_card;Active
NaiaCarneiro1333;Naiara do Carneiro;naiacarneiro1333@li3@pt;+351915829694;1981/03/11;F;HB305672;PT;Alameda de Lopes, S/N2832-730 Gandra;2014/10/19 11:40:27;credit_card;active
AriaGuerreiro-Sá;Ariana Guerreiro-Sá;ariaguerreiro-sá@li3.pt;(351) 968 795 024;1985/12/26;F;OZ348731;PT;Rua André Garcia, 77880-430 Mangualde;2010/04/17 22:42:15;;active
ValAlmeida1709;Valentim Almeida;valalmeida1709@li3.pt;(351) 927 647 212;1973/11/18;M;;PT;Avenida de Reis, 930331-570 Paços de Ferreira;2018/05/15 10:20:14;credit_card;active
ErLopes962;Erika Lopes;erlopes962.li3.pt;(351) 914 752 464;1974/06/12;F;KR289387;PT;Praça de Andrade, 6769991-526 Figueira da Foz;2013/06/26 04:54:41;credit_card;inactive
TatiCunha1586;Tatiana Cunha;taticunha1586@li3.pt;(351) 967014280;;F;PE542642;PT;Travessa Nunes, 384237-051 Santa Comba Dão;2016/08/09 03:44:21;debit_card;active
ConstAzevedo1452;Constança Azevedo;constazevedo1452@li3.pt;(351) 216239452;1973/06/02;F;XR684288;T;Largo da Banda de Ramalde, 3969672-087 Loures;2020/06/02 04:25:21;credit_card;active
BenMatias1419;Benjamim Matias;benmatias1419@li3.pt;267374711;2004/08/15;M;MJ613739;PT;Av de Vieira, 731306-341 Elvas;13/01/2016;cash;active
MicaNeves1447;Micael Neves;micaneves1447@li3.pt;(351) 927952104;1987/06/19;M;UE069395;PT;R. de Fontes Pereira de Melo, 387688-423 Vila do Conde;2019/05/03 03:59:46;debit_card;UE069395
BárDomingues556;Bárbara da Domingues;bárdomi;929118921;1969/12/27;F;PP572997;PT;Travessa Nicole Castro, S/N4134-824 Póvoa de Santa Iria;2014/09/01 21:40:36;debit_card;active
JoAlmeida1437;Joaquim Almeida;joalmeida1437@li3.pt;261 418 155;1970/02/18;;PZ750820;PT;Rua do Molhe, 3344075-251 Coimbra;2019/09/03 13:41:27;cash;active
BenjamiAndrade29;Benjamim Andrade;benjamiandrade29@li3.pt;(351) 294488421;1952/08/02;M;AI826285;PT;Av de Tavares, S/N2875-714 Montijo;2014/09/12 15:44:29;cash;AI826285
KyGuerreiro1640;Kyara Guerreiro;kyguerreiro1640@li3.pt;;1971/05/01;F;ZX987102;PT;Avenida de Pinheiro, 53003-313 Valongo;2014/10/08 22:46:32;cash;inactive
LarissNeto-Cunha;Larissa Neto-Cunha;larissneto-cunha@li3.pt;;1975/03/11;F;NG278527;PT;Avenida do Cais das Pedras, S/N1677-725 Espinho;2014/04/07 14:15:11;credit_card;active
DiLeite1757;Diogo Leite;dileite1757@li3.pt;+351210056466;1952/04/22;M;EF136277;PT;Praça Matos, S/N3595-998 Vila Nova de Famalicão;2018/03/14 12:28:41;;active
BriMaia1212;Brian Maia;brimaia1212@li3.pt;;1979/07/07;M;AR995013;PT;Travessa Cunha, 4399217-242 Anadia;2017/01/07 13:40:36;debit_card;active
ECunha1239;;ecunha1239@li3.pt;933889790;1984/07/11;F;KG326168;PT;Praça Sofia Campos, 6246717-498 Mêda;2020/04/02 11:51:30;cash;active
ViolCardoso934;Violeta Cardoso;violcardoso934@li3.pt;;1993/09/26;F;VB968632;PT;Travessa de Nunes, S/N4940-005 Angra do Heroísmo;2013/11/07 03:35:54;cash;active
SaValente1393;Salvador Valente;savalente1393@li3.pt;(351) 245 217 518;1985/07/25;M;PQ468686;PT;R. República Argentina, 38299-852 Sacavém;2018/08/22 04:53:56;;active
NaAmorim159;Naiara de Amorim;naamorim159@li3.pt;968 242 716;2003/01/30;F;;PT;Alameda Ângelo Correia, S/N8273-181 Valbom;2015/11/16 17:36:19;cash;active
KeBarros1574;Kevin Barros;kebarros1574@li3.pt;(351) 928670425;1969/12/04;M;;PT;Largo João Jayme Faria Affonso, 467084-103 Lamego;2014/10/08 22:09:21;cash;active
AdriMagalhães1908;Adriana Magalhães;adrimagalhães1908@li3.pt;(351) 967548761;2001/02/08;F;QJ363776;PT;Praça Margarida Brito, 73190-394 Loulé;;credit_card;active
WiAraújo-Alves1439;Wilson Araújo-Alves;wiaraújo-alves1439@li3.pt;(351) 967972809;1996/10/17;M;YI863043;PT;Av das Portas do Mar, 699680-980 Alcobaça;2019/05/17 02:08:09;;active
CristiVaz651;Cristiano Vaz;cristivaz651@li3.pt;(351) 914 486 366;2002/09/05;M;QA291448;PT;Rua de Rodrigues, 109912-476 Gandra;10:38:13 AM/19/04/2022;credit_card;active
MigueMachado1581;Miguel Machado;miguemachado1581@li3.pt;(351) 932142871;1998/09/29;M;XI716881;PT;Travessa Alfredo Keil, 4308634-952 Ílhavo;2018/05/16 13:41:50;;active
SoraiAnjos-Moreira1339;Soraia Anjos-Moreira;soraianjos-moreira1339.li3.pt;(351) 968568490;1955/03/08;F;RB723052;PT;Av Arquitecto Carlos Ramos, 686814-270 Portimão;2020/01/09 12:08:37;cash;active
RuLoureiro1444;Rui Loureiro;ruloureiro1444@li3.pt;(351) 966 510 377;1950/09/14;M;GE574685;V;Rua Brito, S/N3910-834 Santiago do Cacém;2014/11/07 07:56:53;debit_card;active
BriMiranda1521;Brian da Miranda;brimiranda1521@li3.pt;+351936895162;1985/08/22;M;;PT;Avenida Freitas, 349819-747 Lamego;2017/11/10 06:39:35;credit_card;ACTIVE
MaRamos66;Mara Ramos;maramos66@li3.pt;969 239 122;2001/10/12;F;;PT;Rua Monteiro, 2549824-100 Ovar;2018/05/05 02:26:58;debit_card;active
BFernandes320;Bárbara de Fernandes;bfernandes320@li3.pt;(351) 923659408;1986/05/18;F;IZ382468;PT;R. Campos, 460286-777 São João da Madeira;2018|09|17 06:51:15;cash;active
FilRibeiro1763;Filipa Ribeiro;filribeiro1763@li3@pt;(351) 917051210;1995/08/14;F;ZS160053;PT;Avenida Silva, 5722557-729 Lixa;2015/09/30 00:40:30;debit_card;active
MigRodrigues927;Miguel Rodrigues;migrodrigues927@li3.pt;(351) 936 448 092;1980/11/19;M;FW517570;PT;Largo Isabela Valente, 902001-894 Vila Nova de Santo André;;debit_card;active
RúBarros909;Rúben Barros;rúbarros909@li3.pt;(351) 937 758 907;1991/10/06;;TJ078886;PT;Avenida da Figueira, 811790-058 Póvoa de Santa Iria;2010/12/28 08:41:38;cash;active
JoCarneiro598;João Carneiro;jocarneiro598@li3.pt;963950286;1951/06/15;M;;PT;Avenida das Oliveiras, 225562-961 Seia;2016/07/01 07:51:24;credit_card;active
Isabela-BianBranco;Isabela-Bianca Branco;isabela-bianbranco@li3.pt;(351) 918961490;2001/09/25;F;CE260222;PT;R. de Pinto, 446364-962 Ponte de Sor;2016/03/09 09:57:40;;active
KevNeves976;Kevin Neves;kevneves976@li3.pt;;1986/02/26;M;NR370597;PT;Avenida Rocha, 439844-252 Ponta Delgada;2015/09/13 11:58:59;debit_card;active
EdBranco767;Edgar Branco;edbranco767@li3.pt;(351) 204454653;1993/02/01;M;LM638777;PT;Av de Andrade, 665772-695 Penafiel;09:39:56 PM/26/05/2018;credit_card;active
ManFaria599;Manuel Faria;manfaria599@li3.pt;(351) 936 608 764;2003/06/13;;YJ861268;PT;Avenida da Pasteleira, 713810-612 Santo Tirso;2014/01/16 15:45:10;cash;active
RaAlves386;Rafaela Alves;raalves386@li3.pt;935233360;1965/07/09;F;QH998796;L;R. Núria Maia, 368453-111 Lixa;2014/06/23 01:54:04;cash;active
FiPinheiro671;Filipe Pinheiro;fipinheiro671@li3.pt;924038082;1999/01/02;M;;PT;R. do Codeçal, 76590-517 Torres Novas;2017/04/23 09:12:41;cash;active
MaAmaral1880;Marco Amaral;maamaral1880@li3.pt;(351) 249338307;1998/05/30;M;;PT;Av Cláudio Neves, 53829-425 Aveiro;2011/05/02 02:46:30;cash;Active
MCarneiro1883;Mário Carneiro;mcarneiro1883@li3.pt;(351) 229 536 832;1962/06/22;M;DL621219;PT;Avenida de Cruz, 500745-871 Câmara de Lobos;2010/09/06~18:14:30;credit_card;active
LoreCorreia1657;Lorena Correia;lorecorreia1657@li3@pt;(351) 926 227 494;1968/08/19;F;OG961129;PT;Travessa Kévim Figueiredo, S/N1197-243 Mangualde;2013/12/31 04:09:56;debit_card;active
ÁlvarMonteiro1518;Álvaro Monteiro;álvarmonteiro1518@li3.pt;218 652 517;1965/05/19;M;RZ377390;PT;;2011/08/26 05:04:03;credit_card;ACTIVE
;Luca Antunes;lucantunes1562@li3.pt;+351931196547;1995/11/16;M;LH428487;PT;Travessa do Bicalho, 31516-029 Maia;2011/07/19 15:18:21;debit_card;active
RCorreia1270;Rui de Correia;rcorreia1270@li3.pt;968 490 325;1974/01/25;M;PL776608;PT;;2014/08/09 13:15:11;cash;active
;Fernando Reis;ferreis565@li3.pt;204 505 886;1998/07/25;M;KG676032;PT;Largo Santos, 986359-224 Entroncamento;2019/03/22 03:06:00;cash;active
MélanJesus1327;Mélanie Jesus;mélanjesus1327@li3.pt;;1964/05/27;F;OK113346;PT;Avenida Moura, S/N0623-985 Rio Maior;2014/02/20 13:47:50;debit_card;active
CarminhPinheiro-Matos1664;Carminho Pinheiro-Matos;carminhpinheiro-matos1664@li3@pt;(351) 924060777;1961/10/20;F;SF775398;PT;Travessa Vasco Ribeiro, S/N1043-895 Lagoa;2020/10/22 02:38:01;debit_card;active
GabJesus202;Gabriel Jesus;gabjesus202@li3.pt;(351) 939 800 137;2003/01/12;M;DX853432;PT;Travessa Vieira, 406569-981 Setúbal;04/08/2006;cash;active
LeBatista1902;Letícia Batista;lebatista1902@li3.pt;(351) 254879118;1969/12/03;;UN383698;PT;Largo Loureiro, S/N8570-600 Castelo Branco;2010/11/07 12:23:55;credit_card;active
TiagLopes1874;Tiago do Lopes;tiaglopes1874@li3.pt;+351932423949;1990/09/12;;SG880211;PT;Alameda Yara Pereira, 9479181-669 Esmoriz;2015/05/28 14:52:18;credit_card;active
FrMelo-Sousa;Francisca Melo-Sousa;frmelo-sousa@li3.pt;961196666;1982/12/09;F;WM565927;IMB;R. Monteiro, S/N2292-411 Vila Nova de Famalicão;2010/10/18 10:18:27;credit_card;active
FáRodrigues1047;Fábio Rodrigues;fárodrigues1047@li3.pt;;1989/12/25;M;FN020845;PT;Largo Gonçalves, 71798-622 Reguengos de Monsaraz;2019/12/01 20:43:47;debit_card;active
CláuHenriques1540;Cláudio Henriques;cláuhenriques1540@li3@pt;(351) 924 903 186;1960/09/18;M;ED293248;PT;Alameda de Cláudio Carneiro, 4468063-795 Montijo;2016/02/08 12:19:27;cash;active
MelisRodrigues1820;Melissa Rodrigues;melisrodrigues1820@li3.pt;(351) 914092847;1980/09/10;F;;PT;R. Erica Nogueira, 74507-900 Seia;2013/03/30 16:17:01;cash;active
AlicCastro710;Alice Castro;aliccastro710@li3.pt;(351) 960666365;1985/08/06;F;KG934877;T;R. de Matias, 619119-447 Albufeira;2012/05/22 01:38:50;credit_card;active
VasAmaral353;Vasco do Amaral;vasamar;+351259773374;1983/12/17;M;PZ938712;PT;Rua Manuel Pinto de Azevedo Júnior, 480713-786 Estarreja;2012/06/06 21:00:46;debit_card;active
TMagalhães1969;Tomé Magalhães;tmagalhães1969@li3.pt;(351) 915625819;1979/01/12;M;IH267200;PT;Avenida de Paiva, 141212-937 Tarouca;2014/04/25 01:37:42;cash;IH267200
CGuerreiro56;Clara Guerreiro;cguerreiro56@li3.pt;966504977;1960/01/05;F;RD454822;PT;R. Íris Neves, 434853-436 Póvoa de Santa Iria;2010/11/22 03:19:19;cash;RD454822
