id;airline;plane_model;total_seats;origin;destination;schedule_departure_date;schedule_arrival_date;real_departure_date;real_arrival_date;pilot;copilot;notes
0000134283;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2022/04/13~04:57:04;2022/04/13 06:07:04;2022/04/13 05:42:04;2022/04/13 08:32:04;Jane Smith;Sarah Johnson;
0000134311;Ryanair;Boeing 737;189;DUB;BCN;2021/11/04 15:04:53;2021/11/04 17:49:53;2021/11/04 15:24:53;2021/11/04 21:39:53;;David Wilson;
0000134323;KLM Royal Dutch Airlines;;250;AMS;VIE;2021/10/02 17:12:25;2021/10/02 19:37:25;2021/10/02 17:17:25;2021/10/02 22:37:25;John Moore;David Miller;Our fuel consumption is on track with the flight plan.
0000134328;Ryanair;Boeing 737;189;DUB;BCN;2022/01/17 17:48:52;2022/01/17 20:33:52;2022/01/17 17:48:52;;Sarah Brown;David Wilson;
0000134332;Ryanair;Boeing 737;189;Lisbon;bCN;2023/07/22 07:06:46;2023/07/22 09:51:46;2023/07/22 07:06:46;2023/07/22 12:41:46;Sarah Brown;David Wilson;
0000134341;Air France;Airbus A321;220;CDG;FCO;2021/05/07 10:08:27;2021/05/07 11:53:27;2021/05/07 14:23:27;2021/05/07 10:23:27;Emily Johnson;Sarah Smith;We prioritize passenger comfort and safety.
0000134374;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/08/16 05:57:14;2022/08/16 03:32:14;2022/08/16 03:52:14;2022/08/16 08:42:14;John Moore;David Miller;
;Ryanair;Boeing 737;189;DUB;TXL;2022/06/10 04:12:02;2022/06/10 06:12:02;2022/06/10 04:42:02;2022/06/10 08:57:02;Emily Davis;Sarah Williams;
0000134382;Transavia;Airbus A320;180;AMS;Zurich;2021/03/11 10:56:07;2021/03/11 13:16:07;2021/03/11 10:56:07;2021/03/11 15:36:07;Laura Davis;Robert Davis;
0000134387;British Airways;Boeing 737;150;Vienna;AMS;2021/07/05 02:47:54;2021/07/05 03:57:54;2021/07/05 02:52:54;2021/07/05 05:17:54;Robert Taylor;Sarah Smith;
;British Airways;Boeing 737;150;LHR;AMS;2021/04/16 09:02:17;2021/04/16 10:12:17;2021/04/16 09:32:17;2021/04/16 11:52:17;Robert Taylor;Sarah Smith;We're starting our descent into our destination.
0000134428;Swiss International Air Lines;Airbus A319;C;ZRH;MXP;2021/06/10 14:58:51;2021/06/10 15:43:51;2021/06/10 15:43:51;2021/06/10 17:13:51;Sarah Williams;John Davis;
0000134467;TAP Air Portugal;Airbus A320;200;LIS;MAD;2023/03/20 07:02:19;2023/03/20 08:12:19;2023/03/20 07:47:19;2023/03/20~10:12:19;Emily Wilson;Jane Smith;
0000134490;LOT Polish Airlines;;100;WAW;BUD;2023/06/07 02:56:14;2023/06/07 04:11:14;2023/06/07 02:56:14;2023/06/07 05:31:14;Sarah Smith;Robert Miller;
0000134502;Ryanair;Boeing 737;189;DUB;BCN;2021/05/14 17:33:20;2021/05/14 20:18:20;2021/05/14 17:53:20;;Sarah Brown;David Wilson;
0000134522;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021|05|18 04:44:30;2021/05/18 05:59:30;2021/05/18 05:04:30;2021/05/18 07:34:30;Sarah Smith;Robert Miller;Our pilots have undergone extensive training.
0000134526;Ryanair;Boeing 737;189;Vienna;TXL;2021/10/04 02:23:12;2021/10/04 04:23:12;2021/10/04 02:28:12;2021/10/04 06:33:12;Emily Davis;Sarah Williams;Smooth transition into cruising altitude.
0000134530;Jet2.com;Airbus A321;IEN;MAN;PRG;2021/01/02 02:54:28;2021/01/02 05:24:28;2021/01/02 03:39:28;2021/01/02 08:44:28;Robert Davis;Jane Taylor;
0000134534;British Airways;Boeing 737;150;Vienna;AMS;2022/02/18 06:47:52;2022/02/18 07:57:52;2022/02/18 06:47:52;2022/02/18 09:07:52;Robert Taylor;Sarah Smith;Passengers are complying with safety regulations.
0000134537;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;23/05/2020;2022/05/02 09:43:30;2022/05/02 09:18:30;2022/05/02 10:48:30;Sarah Williams;John Davis;Please ensure your seatbelts are fastened for landing.
0000134542;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/09/08 13:14:43;2021/09/08 14:04:43;2021/09/08 13:14:43;2021/09/08 15:09:43;;Robert Wilson;Passengers are complying with safety regulations.
0000134546;Aer Lingus;Airbus A320;180;DUB;LIS;2022/06/12 00:25:53;2022/06/12 03:25:53;2022/06/12 00:25:53;;William Williams;Olivia Johnson;
0000134569;TAP Air Portugal;;200;LIS;MAD;2022/10/10 09:15:58;2022/10/10 10:25:58;2022/10/10 09:20:58;2022/10/10 11:40:58;Emily Wilson;Jane Smith;
0000134586;Turkish Airlines;Airbus A320;200;IST;PRG;04/03/2018;2021/11/17 13:40:08;2021/11/17 11:10:08;2021/11/17 16:10:08;Jane Miller;Laura Taylor;
0000134590;Air France;Airbus A321;220;Rome;FCO;2023/05/20 01:28:48;2023/05/20 03:13:48;2023/05/20 01:28:48;2023/05/20 04:58:48;Emily Johnson;Sarah Smith;
;Aeroflot;Airbus A320;250;SVO;TXL;2023/08/14 13:47:21;2023/08/14 17:02:21;2023/08/14 13:47:21;2023/08/14 20:22:21;Jane Moore;Sarah Williams;We'll be landing ahead of schedule today.
0000134600;;Embraer E195;120;KBP;WAW;2021/02/05 13:26:01;2021/02/05 14:56:01;2021/02/05 14:11:01;2021/02/05 17:41:01;Emily Williams;Michael Smith;
0000134607;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/03/17 06:52:40;2022/03/17 07:42:40;2022/03/17 07:07:40;2022/03/17 09:32:40;Michael Johnson;;
0000134615;Jet2.com;;220;MAN;PRG;2021/10/12 12:14:26;2021/10/12 14:44:26;2021/10/12 12:29:26;2021/10/12 17:44:26;Robert Davis;Jane Taylor;
0000134630;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/12/10 05:43:58;2022/12/10 06:43:58;2022/12/10 06:03:58;2022/12/10 08:48:58;Michael Smith;;
;British Airways;Boeing 737;150;LHR;AMS;2021/08/21 08:36:30;2021/08/21 09:46:30;2021/08/21 09:06:30;2021/08/21 11:26:30;Robert Taylor;Sarah Smith;
0000134642;Ryanair;Boeing 737;189;DUB;BCN;2022/06/17 07:29:44;2022/06/17 10:14:44;2022/06/17 07:29:44;2022/06/17 13:19:44;;David Wilson;
0000134648;Jet2.com;Airbus A321;220;MAN;PRG;2021/11/10 05:19:27;2021/11/10 07:49:27;2021/11/10 05:24:27;09:40:08 PM/25/05/2002;Robert Davis;Jane Taylor;
0000134663;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/08/14 10:47:55;2021/08/14 11:57:55;2021/08/14 10:47:55;09:14:00 PM/18/04/2015;Jane Smith;Sarah Johnson;
0000134692;Aer Lingus;Airbus A320;XPK;DUB;LIS;2021/12/13 15:39:57;2021/12/13 18:39:57;2021/12/13 15:59:57;2021/12/13 22:44:57;William Williams;Olivia Johnson;
0000134698;Austrian Airlines;Airbus A321;220;VIE;MUC;11:50:25 AM/23/05/2014;2022/09/21 06:47:10;2022/09/21 05:57:10;2022/09/21 07:57:10;Michael Johnson;Robert Wilson;Landing gear is functioning perfectly.
0000134714;;Boeing 737;160;CPH;OSL;2022/09/07 13:22:18;2022/09/07 14:22:18;2022/09/07 13:42:18;2022/09/07 16:12:18;Michael Smith;David Miller;
0000134715;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/09/05 08:27:13;2022/09/05 09:37:13;2022/09/05 08:27:13;2022/09/05 11:32:13;;Jane Smith;
0000134723;Vueling Airlines;Airbus A319;160;BCN;FCO;2021/06/07 16:09:20;2021/06/07 14:19:20;2021/06/07 14:19:20;2021/06/07 17:59:20;Laura Moore;Jane Williams;
0000134725;KLM Royal Dutch Airlines;Airbus A330;250;Budapest;VIE;2023/08/05 14:25:11;2023/08/05 16:50:11;2023/08/05 14:40:11;2023/08/05 19:30:11;John Moore;David Miller;Ground crew efficiently handled the aircraft turnaround.
0000134741;Lufthansa;Boeing 777;300;FRA;MAD;2021/09/06 05:49:34;2021/09/06 08:19:34;2021/09/06 05:49:34;2021/09/06 10:49:34;;David Brown;
0000134762;Aeroflot;Airbus A320;250;SVO;TXL;2022/08/01~12:36:28;2022/08/01 15:51:28;2022/08/01 12:36:28;2022/08/01 19:51:28;Jane Moore;Sarah Williams;
0000134780;Norwegian Air Shuttle;Boeing 737;150;Rome;CPH;2022/03/17 17:41:17;2022/03/17 18:41:17;2022/03/17 17:56:17;2022/03/17 20:16:17;William Moore;Laura Taylor;
0000134790;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/07/15 13:47:54;2021/07/15 14:32:54;2021/07/15 13:52:54;2021/07/15 15:22:54;;John Davis;
0000134802;Swiss International Air Lines;;140;ZRH;MXP;2023/01/22 13:54:39;2023/01/22 14:39:39;2023/01/22 13:54:39;2023/01/22 15:54:39;Sarah Williams;John Davis;
0000134813;Norwegian Air Shuttle;Boeing 737;150;OSL;Athens;2022/10/05 08:49:47;2022/10/05 09:49:47;2022/10/05 09:34:47;2022/10/05 12:04:47;William Moore;Laura Taylor;
0000134815;Alitalia;Boeing 767;280;FCO;ATH;2022/01/14 11:51:33;2022/01/14 13:51:33;2022/01/14 11:51:33;2022/01/14 15:51:33;;William Brown;
0000134816;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/09/20~08:48:19;2021/09/20 09:58:19;2021/09/20 09:33:19;2021/09/20 12:38:19;Jane Smith;Sarah Johnson;The weather conditions are ideal for landing.
0000134829;Ryanair;Boeing 737;189;DUB;BCN;2022/05/13 12:07:12;2022/05/13 14:52:12;2022/05/13 12:07:12;2022/05/13 17:57:12;Sarah Brown;;
0000134839;;Embraer E190;100;WAW;BUD;2021/09/20 02:32:56;2021/09/20 03:47:56;2021/09/20 02:37:56;2021/09/20 05:07:56;Sarah Smith;Robert Miller;
0000134840;Ryanair;Boeing 737;189;DUB;TXL;2022|12|04 09:43:39;2022/12/04 11:43:39;2022/12/04 10:03:39;2022/12/04 14:03:39;Emily Davis;Sarah Williams;
0000134842;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/08/17 09:18:13;2022/08/17 10:08:13;2022/08/17 09:18:13;2022/08/17 10:58:13;;Robert Wilson;Passengers are complying with safety regulations.
0000134872;Turkish Airlines;Airbus A320;200;IST;PRG;13/07/2016;2022/08/07 09:37:41;2022/08/07 07:07:41;2022/08/07 12:07:41;Jane Miller;Laura Taylor;
0000134879;Aeroflot;Airbus A320;250;SVO;Berlin;2022/07/19 06:08:51;2022/07/19 09:23:51;2022/07/19 06:28:51;2022/07/19 13:03:51;Jane Moore;Sarah Williams;
0000134884;;Airbus A320;180;AMS;NCE;2021/09/21 12:04:38;2021/09/21 14:24:38;2021/09/21 12:34:38;2021/09/21 17:34:38;Laura Davis;Robert Davis;
0000134890;Scandinavian Airlines (SAS);Boeing 737;160;CPH;Dublin;2022/08/18 03:30:39;2022/08/18 04:30:39;2022/08/18 03:45:39;2022/08/18 06:05:39;Michael Smith;David Miller;Our maintenance team keeps the aircraft in top shape.
0000134894;Ryanair;Boeing 737;189;DUB;TXL;2021/02/06~07:39:42;2021/02/06 09:39:42;2021/02/06 07:39:42;2021/02/06 11:59:42;Emily Davis;Sarah Williams;Cabin crew did an excellent job with passenger service.
0000134909;LOT Polish Airlines;Embraer E190;100;WAW;BUD;17/02/2018;2023/03/13 06:29:36;2023/03/13 05:34:36;2023/03/13 08:34:36;Sarah Smith;Robert Miller;
0000134942;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/01/11 07:34:19;2022/01/11 09:59:19;2022/01/11 12:39:19;2022/01/11 07:34:19;John Moore;David Miller;We maintain high standards for cleanliness on board.
0000134957;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2022/12/14 08:59:50;2022/12/14 09:59:50;2022/12/14 09:04:50;2022/12/14 11:19:50;;Laura Taylor;
0000134986;Lufthansa;Boeing 777;300;Zurich;MAD;2021/08/12 04:32:07;2021/08/12 07:02:07;2021/08/12 04:32:07;2021/08/12 09:52:07;John Johnson;David Brown;
0000134998;Aer Lingus;Airbus A320;180;DUB;LIS;2022/06/14 00:32:16;2022/06/14 03:32:16;2022/06/14 00:37:16;2022/06/14 06:37:16;William Williams;;
0000135014;Transavia;Airbus A320;180;AMS;NCE;2022/05/02 14:09:52;2022/05/02 16:29:52;2022/05/02 19:09:52;2022/05/02 14:09:52;Laura Davis;Robert Davis;
;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2023/07/10 16:19:08;2023/07/10 17:19:08;2023/07/10 16:19:08;2023/07/10 18:19:08;Michael Smith;David Miller;
0000135018;British Airways;Boeing 737;DFB;LHR;AMS;2022/05/05 08:58:06;2022/05/05 10:08:06;2022/05/05 09:03:06;2022/05/05 11:23:06;Robert Taylor;Sarah Smith;
0000135022;;Boeing 737;160;ARN;HEL;2023/02/12 00:35:33;2023/02/12 01:45:33;2023/02/12 00:55:33;2023/02/12 03:15:33;Jane Smith;Sarah Johnson;
0000135030;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/02/13~16:42:55;2022/02/13 18:32:55;2022/02/13 16:42:55;2022/02/13 20:22:55;Laura Moore;Jane Williams;The flight attendants are preparing for landing.
0000135034;Lufthansa;;300;FRA;MAD;2022/02/08 06:03:43;2022/02/08 08:33:43;2022/02/08 06:23:43;2022/02/08 11:23:43;John Johnson;David Brown;
0000135037;Swiss International Air Lines;;140;ZRH;MXP;2023/03/14 00:03:13;2023/03/14 00:48:13;2023/03/14 00:33:13;2023/03/14 02:03:13;Sarah Williams;John Davis;
0000135041;Jet2.com;;220;MAN;PRG;2021/10/21 06:41:07;2021/10/21 09:11:07;2021/10/21 06:41:07;2021/10/21 11:41:07;Robert Davis;Jane Taylor;
0000135057;Swiss International Air Lines;Airbus A319;PUJ;ZRH;MXP;2022/09/05 08:33:07;2022/09/05 09:18:07;2022/09/05 08:53:07;2022/09/05 10:23:07;Sarah Williams;John Davis;We have a strong commitment to on-time departures.
0000135065;TAP Air Portugal;Airbus A320;200;LIS;MAD;2021/03/19 12:04:25;2021/03/19 13:14:25;2021/03/19 12:24:25;2021/03/19 15:14:25;;Jane Smith;
0000135067;KLM Royal Dutch Airlines;Airbus A330;XEA;AMS;VIE;2022/04/07 14:59:44;2022/04/07 17:24:44;2022/04/07 15:44:44;2022/04/07 21:04:44;John Moore;David Miller;The cockpit crew is constantly monitoring systems.
0000135071;Aer Lingus;;180;DUB;LIS;2023/06/10 16:56:20;2023/06/10 19:56:20;2023/06/10 16:56:20;2023/06/10 23:01:20;William Williams;Olivia Johnson;
0000135092;Aeroflot;Airbus A320;250;SVO;TXL;2022/03/07 17:47:21;2022/03/07 21:02:21;2022/03/08 00:17:21;2022/03/07 17:47:21;Jane Moore;Sarah Williams;
0000135093;Ryanair;;189;DUB;TXL;2021/10/12 17:28:28;2021/10/12 19:28:28;2021/10/12 17:28:28;2021/10/12 21:28:28;Emily Davis;Sarah Williams;
0000135101;Lufthansa;Boeing 777;300;Budapest;MAD;2022/10/07 08:54:09;2022/10/07 11:24:09;2022/10/07 08:59:09;2022/10/07 14:14:09;John Johnson;David Brown;
0000135107;;Boeing 737;189;DUB;BCN;2021/06/20 15:01:05;2021/06/20 17:46:05;2021/06/20 15:46:05;2021/06/20 21:31:05;Sarah Brown;David Wilson;
0000135117;Jet2.com;Airbus A321;220;MAN;PRG;2023/04/08 14:43:57;2023/04/08 17:13:57;2023/04/08 15:13:57;13/08/2021;Robert Davis;Jane Taylor;
0000135128;;Boeing 777;300;FRA;MAD;2021/01/14 09:46:40;2021/01/14 12:16:40;2021/01/14 09:51:40;2021/01/14 14:51:40;John Johnson;David Brown;
0000135131;Ryanair;Boeing 737;OMH;DUB;BCN;2021/03/04 04:44:27;2021/03/04 07:29:27;2021/03/04 05:14:27;2021/03/04 10:44:27;Sarah Brown;David Wilson;
0000135138;EasyJet;Airbus A320;180;LHR;Vienna;2021/09/20 09:56:58;2021/09/20 11:11:58;2021/09/20 10:16:58;2021/09/20 12:46:58;Robert Miller;Laura Smith;
;British Airways;Boeing 737;150;LHR;AMS;2021/07/19 02:04:43;2021/07/19 03:14:43;2021/07/19 02:04:43;2021/07/19 04:39:43;Robert Taylor;Sarah Smith;
0000135141;Swiss International Air Lines;Airbus A319;140;ZRH;MXp;2021/01/22 16:07:48;2021/01/22 16:52:48;2021/01/22 16:12:48;2021/01/22 18:02:48;;John Davis;Pilots are in constant communication with air traffic control.
0000135171;Ryanair;Boeing 737;189;DUB;TXL;2021/01/08 10:30:07;2021/01/08 12:30:07;2021/01/08 10:30:07;2021/01/08 14:50:07;Emily Davis;;Passengers with connecting flights will be assisted.
0000135184;Ryanair;Boeing 737;M;DUB;TXL;2021/02/11 05:09:51;2021/02/11 07:09:51;2021/02/11 05:24:51;2021/02/11 09:29:51;Emily Davis;Sarah Williams;
0000135190;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/09/05 04:38:41;2021/09/05 06:08:41;2021/09/05 08:23:41;2021/09/05 04:53:41;Emily Williams;Michael Smith;
0000135196;TAP Air Portugal;Airbus A320;200;Dublin;MAD;2022/07/06 02:13:14;2022/07/06 03:23:14;2022/07/06 02:33:14;2022/07/06 05:38:14;Emily Wilson;Jane Smith;
0000135199;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2023/01/15 17:45:29;2023/01/15 19:00:29;2023/01/15 17:45:29;2023/01/15 20:15:29;Sarah Smith;;
0000135206;EasyJet;Airbus A320;180;LHR;CDG;2021/10/13 09:54:34;2021/10/13 08:39:34;2021/10/13 08:54:34;2021/10/13 11:29:34;Robert Miller;Laura Smith;
0000135216;Ryanair;Boeing 737;ALI;Dub;TXL;2023/06/09 14:22:28;2023/06/09 16:22:28;2023/06/09 14:37:28;2023/06/09 18:37:28;Emily Davis;Sarah Williams;
0000135219;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021/11/02 15:57:57;2021/11/02 17:12:57;2021/11/02 16:42:57;2021/11/02 19:32:57;Sarah Smith;;
0000135245;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/11/08 03:31:08;2021/11/08 04:41:08;2021/11/08 06:11:08;2021/11/08 03:36:08;Jane Smith;Sarah Johnson;Our airline is proud of its safety record.
0000135268;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2023/04/16 13:36:23;2023/04/16 14:36:23;2023/04/16 13:56:23;;Michael Smith;David Miller;
0000135280;Jet2.com;Airbus A321;220;MAN;PRG;2022/09/15~14:41:46;2022/09/15 17:11:46;2022/09/15 14:41:46;2022/09/15 19:41:46;Robert Davis;Jane Taylor;
0000135295;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/03/13 17:57:03;2021/03/13 17:12:03;2021/03/13 17:12:03;2021/03/13 18:47:03;Sarah Williams;John Davis;
0000135304;Vueling Airlines;Airbus A319;160;BCN;FCO;29/11/2021;2021/10/07 17:31:49;2021/10/07 16:26:49;2021/10/07 20:06:49;Laura Moore;Jane Williams;Cabin pressure and temperature are within normal ranges.
0000135307;Ryanair;Boeing 737;189;DUB;TXL;22/12/2006;2021/03/19 09:50:16;2021/03/19 08:35:16;2021/03/19 13:05:16;Emily Davis;Sarah Williams;
0000135312;Swiss International Air Lines;Airbus A319;140;ZRH;Prague;2021/12/03 10:17:44;2021/12/03 11:02:44;2021/12/03 10:17:44;2021/12/03 11:52:44;Sarah Williams;John Davis;Passengers with connecting flights will be assisted.
0000135318;;Airbus A319;140;ZRH;MXP;2021/03/13 17:47:01;2021/03/13 18:32:01;2021/03/13 17:52:01;2021/03/13 19:22:01;Sarah Williams;John Davis;Passengers with connecting flights will be assisted.
0000135347;LOT Polish Airlines;Embraer E190;100;London;BUD;2023/04/03 05:13:25;2023/04/03 06:28:25;2023/04/03 05:18:25;2023/04/03 07:53:25;Sarah Smith;Robert Miller;Passengers are enjoying the scenic views outside.
0000135348;Transavia;Airbus A320;180;AMS;NCE;2022/01/13 03:05:40;2022/01/13 05:25:40;2022/01/13 03:50:40;2022/01/13~09:00:40;Laura Davis;Robert Davis;Landing gear is functioning perfectly.
0000135358;EasyJet;Airbus A320;180;Zurich;CDG;2021/12/04 11:10:18;2021/12/04 12:25:18;2021/12/04 11:15:18;2021/12/04 14:05:18;Robert Miller;Laura Smith;
0000135381;Air France;Airbus A321;220;Budapest;FCO;2021/07/19 08:20:49;2021/07/19 10:05:49;2021/07/19 08:20:49;2021/07/19 11:50:49;Emily Johnson;Sarah Smith;
0000135438;Ryanair;Boeing 737;189;DUB;BCN;;2021/07/13 19:46:39;2021/07/13 17:16:39;2021/07/13 23:16:39;Sarah Brown;David Wilson;
;Scandinavian Airlines (SAS);Boeing 737;160;ARn;HEL;2021/12/10 13:52:16;2021/12/10 15:02:16;2021/12/10 14:07:16;2021/12/10 16:27:16;Jane Smith;Sarah Johnson;
0000135456;Ryanair;Boeing 737;189;DUB;BCN;2023/01/19 05:34:20;2023/01/19 02:49:20;2023/01/19 03:04:20;2023/01/19 08:34:20;Sarah Brown;David Wilson;
0000135459;Scandinavian Airlines (SAS);Boeing 737;160;Zurich;HEL;2023/04/21 00:15:25;2023/04/21 01:25:25;2023/04/21 00:15:25;2023/04/21 02:50:25;Jane Smith;Sarah Johnson;
0000135460;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/01/17 17:19:04;2021/01/17 18:29:04;2021/01/17 20:24:04;2021/01/17 18:04:04;Jane Smith;Sarah Johnson;Our fuel consumption is on track with the flight plan.
0000135464;Ryanair;Boeing 737;189;DUB;BCN;;2023/02/17 12:07:36;2023/02/17 09:22:36;2023/02/17 15:37:36;Sarah Brown;David Wilson;
0000135467;Austrian Airlines;Airbus A321;220;Madrid;MUC;2023/02/22 10:02:32;2023/02/22 10:52:32;2023/02/22 10:07:32;2023/02/22 12:02:32;Michael Johnson;Robert Wilson;
0000135477;Iberia;Airbus A321;220;Vienna;LIS;2023/05/17 00:40:44;2023/05/17 01:55:44;2023/05/17 01:10:44;2023/05/17 03:55:44;Robert Miller;Sarah Davis;Cargo loading and unloading is proceeding smoothly.
0000135482;Aeroflot;Airbus A320;250;SVO;TXL;2023/03/13 14:40:58;2023/03/13 17:55:58;2023/03/13 15:00:58;10:33:38 AM/19/11/2020;Jane Moore;Sarah Williams;
0000135499;Aer Lingus;Airbus A320;180;DUB;LIS;2023/02/06 08:24:24;2023/02/06 11:24:24;2023/02/06 08:24:24;2023/02/06 15:09:24;William Williams;;
0000135516;Iberia;Airbus A321;220;MAD;LIS;12/12/2013;2023/08/18 15:44:42;2023/08/18 14:29:42;2023/08/18 16:59:42;Robert Miller;Sarah Davis;
0000135526;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2022/05/01 03:45:35;2022/05/01 04:55:35;2022/05/01 06:55:35;2022/05/01 04:30:35;Jane Smith;Sarah Johnson;
0000135535;Jet2.com;;220;MAN;PRG;2021/03/11 09:49:36;2021/03/11 12:19:36;2021/03/11 09:49:36;2021/03/11 14:49:36;Robert Davis;Jane Taylor;
0000135538;Austrian Airlines;Airbus A321;220;VIE;MUC;01:17:44 AM/30/10/2011;2023/04/09 14:50:27;2023/04/09 14:00:27;2023/04/09 15:40:27;Michael Johnson;Robert Wilson;
0000135543;Alitalia;;280;FCO;ATH;2022/03/04 14:07:25;2022/03/04 16:07:25;2022/03/04 14:37:25;2022/03/04 19:07:25;David Johnson;William Brown;We've reached our maximum altitude for this flight.
0000135569;British Airways;Boeing 737;150;LHR;AmS;2022/10/09 15:16:20;2022/10/09 16:26:20;2022/10/09 18:26:20;2022/10/09 15:46:20;Robert Taylor;Sarah Smith;Clear skies and good visibility throughout the flight.
0000135580;TAP Air Portugal;Airbus A320;200;LIS;MAD;2023/06/11 13:33:55;2023/06/11 12:23:55;2023/06/11 12:38:55;2023/06/11 14:58:55;Emily Wilson;Jane Smith;
0000135583;Turkish Airlines;;200;IST;PRG;2021/12/07 01:46:14;2021/12/07 04:16:14;2021/12/07 01:46:14;2021/12/07 06:46:14;Jane Miller;Laura Taylor;
;Iberia;Airbus A321;220;MAD;LIS;2022/05/07 06:47:47;2022/05/07 08:02:47;2022/05/07 06:47:47;2022/05/07 10:02:47;Robert Miller;Sarah Davis;
0000135628;TAP Air Portugal;Airbus A320;200;LIS;MAD;2023/01/11 09:04:33;2023/01/11 10:14:33;2023/01/11 09:24:33;06:49:57 PM/05/05/2020;Emily Wilson;Jane Smith;
0000135640;Transavia;Airbus A320;180;AMS;Paris;2022/06/15 06:48:42;2022/06/15 09:08:42;2022/06/15 06:48:42;2022/06/15 11:58:42;Laura Davis;Robert Davis;
0000135643;Aeroflot;Airbus A320;250;SVO;TXL;2022/05/20 16:49:05;2022/05/20 20:04:05;2022/05/20 23:19:05;2022/05/20 16:49:05;Jane Moore;Sarah Williams;
0000135646;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2022/01/15 14:12:13;2022/01/15 15:22:13;2022/01/15 14:27:13;2022/01/15 16:47:13;Jane Smith;;
0000135663;Iberia;;220;MAD;LIS;2023/01/02 02:38:16;2023/01/02 03:53:16;2023/01/02 02:58:16;2023/01/02 05:28:16;Robert Miller;Sarah Davis;
0000135694;Ryanair;Boeing 737;189;DUB;TXL;2021/02/06 14:08:33;2021/02/06 12:08:33;2021/02/06 12:08:33;2021/02/06 16:08:33;Emily Davis;Sarah Williams;
;Alitalia;Boeing 767;280;FCO;ATH;2021/09/21 09:54:49;2021/09/21 11:54:49;2021/09/21 10:24:49;2021/09/21 14:24:49;David Johnson;William Brown;Passengers are enjoying the scenic views outside.
0000135730;;Boeing 767;280;FCO;ATH;2021/10/18 08:32:16;2021/10/18 10:32:16;2021/10/18 08:32:16;2021/10/18 12:32:16;David Johnson;William Brown;
0000135734;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/06/16 12:46:49;2022/06/16 14:01:49;2022/06/16 13:06:49;2022/06/16~16:21:49;Sarah Smith;Robert Miller;
0000135767;Ryanair;Boeing 737;LBR;DUB;BCN;2021/02/10 14:36:57;2021/02/10 17:21:57;2021/02/10 15:06:57;2021/02/10 21:06:57;Sarah Brown;David Wilson;
;Turkish Airlines;Airbus A320;200;IST;PRG;2021/11/07 17:42:40;2021/11/07 20:12:40;2021/11/07 17:42:40;2021/11/07 22:42:40;Jane Miller;Laura Taylor;
0000135793;Aer Lingus;Airbus A320;180;DUB;LIS;2021/06/03 00:19:58;2021/06/03 03:19:58;2021/06/03 00:19:58;2021/06/03 06:19:58;;Olivia Johnson;
0000135796;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/06/18 10:51:19;2022/06/18 11:36:19;2022/06/18 10:51:19;2022/06/18 12:21:19;;John Davis;We have a strong commitment to on-time departures.
0000135814;Scandinavian Airlines (SAS);;160;ARN;HEL;2022/08/16 12:53:00;2022/08/16 14:03:00;2022/08/16 12:58:00;2022/08/16 15:48:00;Jane Smith;Sarah Johnson;
0000135816;Ryanair;Boeing 737;189;DUB;BCN;06/06/2016;2023/08/18 19:41:59;2023/08/18 16:56:59;2023/08/18 22:26:59;Sarah Brown;David Wilson;
0000135822;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/06/06 13:31:12;2022/06/06 15:21:12;2022/06/06 13:46:12;2022/06/06 17:26:12;;Jane Williams;
0000135835;;Airbus A320;180;LHR;CDG;2021/11/10 15:25:35;2021/11/10 16:40:35;2021/11/10 15:55:35;2021/11/10 18:40:35;Robert Miller;Laura Smith;
0000135850;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2023/08/08 16:38:53;2023/08/08 15:08:53;2023/08/08 15:08:53;2023/08/08 18:08:53;Emily Williams;Michael Smith;
